TimeStamp, ElapsedTime, frame #, FPS, logSize, QRDetection Status, isReplayed, PETOutputs
2026-08-2--19-50-46,0,44,10,8725,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"71.265"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"74.095"|"faces":[]}
2026-08-2--19-50-46,0,45,10,8923,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"75.912"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"78.155"|"faces":[]}
2026-08-2--19-50-46,0,46,10,9121,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"83.295"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"84.454"|"faces":[]}
2026-08-2--19-50-46,0,47,10,9319,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"68.384"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"69.904"|"faces":[]}
2026-08-2--19-50-46,0,48,10,9517,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"73.051"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"74.274"|"faces":[]}
2026-08-2--19-50-46,0,49,10,9715,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"84.758"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"85.978"|"faces":[]}
2026-08-2--19-50-46,0,50,9,9913,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"66.068"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"71.759"|"faces":[]}
2026-08-2--19-50-46,0,51,10,10111,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"67.957"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"71.447"|"faces":[]}
2026-08-2--19-50-46,0,52,10,10309,False,False,{"t_ms":"0"|"faces_total":"0"|"faces_active":"0"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"79.443"|"ms_palm":"0"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"83.189"|"faces":[]}
2026-08-2--19-50-46,0,53,10,10714,False,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"1"|"pairs_total":"1"|"ms_face":"76.902"|"ms_palm":"67.195"|"ms_pose":"47.462"|"ms_blur":"0.001"|"ms_total":"201.23"|"faces":[{"id":"2"|"bbox":"(656.768|412.921|53.015|70.538)"|"c":"(683.275|448.19)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"Unknown"|"stable":"0"|"stableCnt":"0"|"stableReq":"0"|"toggle":"none"|"why":""}]}
